2-Dehydro-3-deoxy-arabino-heptonate-7P	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
NAD+	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	2669680.5	3184029.25	3784928	3830472	3181945	3528379.25	3892775.25	4383832.5	5284951.5	2506439	2712965	2524240	2703127.75	2344801.25	3673920.75	5231201.5	5006582	6946566.5	3622342	2149032.25	2936684	3770011	2479261.25	2818710.75	4605880.5	4593957.5	3487525.25	3215765	4504634	7030360	8725923	5323722.5	3733799.25	6901435.5	5515204
C13-label-1	613393.31	712939.5	877073	961079.38	784360.69	908837.56	999347.31	1053800	1349888.5	607781.5	691296.62	641463.25	688793.56	586936.31	912355.81	1218668.25	1258242.38	1677372.62	871308.44	502490	756088.19	931717.44	558013.69	728978.75	1178281.38	1073674.25	894598.81	803714.56	1146857.62	1870702.62	2120240.5	1314336.88	942530.75	1725484	1407577.38
C13-label-2	139181.64	153832.14	225355.77	226618.05	198266.45	207274.86	231796.73	267423.56	289911.62	146776.27	173900.78	135603.14	162199.62	146505.58	223936.92	274422.09	315856.78	374857.75	225681.12	130466.71	176289.7	214922.98	140976.45	143512.3	300701.34	249072.83	185957.48	155399.17	274426.03	413608.41	461193	289608.66	213368	410741.53	301281.28
C13-label-3	23368.89	6361.19	29581.12	25537.46	35276.97	29335.12	20780.59	27132.15	49639.51	18264.99	25631.68	17353.43	11342.7	6980.56	20069.08	45641.62	38032.01	54287.06	34606.34	17716.19	23860.06	27015.6	12945.58	10038.29	44300.64	41585.34	19244.62	22414.94	38742.73	59199.78	77838.97	65513.06	27650.33	62960.89	45864.61
C13-label-4	0	0	0	0	0	0	0	0	4635.81	0	0	0	0	0	0	4033.85	0	4415.05	4298.83	0	0	0	3370.68	0	4220.82	0	0	3196.16	0	0	0	0	0	3655.75	0
C13-label-5	0	0	0	4940.34	0	0	0	0	0	0	0	0	0	0	0	4888.42	0	0	0	0	11171.74	0	0	0	4893.01	0	0	0	0	0	3292.5	4068.65	0	0	0
C13-label-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3166.95	0
C13-label-7	0	0	0	4374	0	0	0	0	4689.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4150.18	0
C13-label-8	5943.51	6088.48	10486.34	6692.94	4840.52	4967.06	7024.72	5849.94	5130.25	4277.64	3654.17	3965.11	3712.84	3662.67	7140.52	12123.66	9499.58	5201.97	4194.64	9599.75	6320.94	6339.28	3807.67	4819.7	8894.47	3864.14	5456.85	6435.1	6173.39	5756.85	3155.54	6602.16	3859.29	4435.2	0
C13-label-9	60602.38	65029.14	78336.91	82374.62	72249.61	63186.92	94195.46	68850.46	70510.5	69762.21	62078.8	71272.9	67736.82	45028.41	69851.14	72317.27	71135.8	87263.77	62800.81	69027.14	41010.81	65750.21	76407	80106.76	65074.75	77018.1	66445.83	73421.85	58588	86760.55	50560.14	67707.09	70299.46	54497.9	56664.7
C13-label-10	55412.19	83321.55	95798.98	109289.91	91478.9	80803.17	116133.07	130823.35	124925.5	75517.9	85921.68	85818.97	87045.48	84946.3	95776.41	135983.69	117133.9	113023.4	100026.37	62741.56	94180.56	111247.59	88008.91	104775.28	106322	91670.52	112517.3	86121.27	95315.09	133754.16	120077.27	120416.01	91528.79	142188.02	113658.04
C13-label-11	17926.2	13723.26	59328.33	25089.88	28672.41	22367.66	35790.14	40124.5	27566.53	20099.63	18852.04	13255.08	33588	21415.19	25755.84	46483.89	34817.02	34684.94	19433.26	26516.05	29463.14	20805.27	32835.44	26949.37	38191.57	34976.98	18424.88	36609.8	24225.06	57692.64	37108.29	53593.43	40607.59	46246.72	49521.51
C13-label-12	3701.33	0	0	5470.03	0	6857.93	0	0	0	0	0	0	3526.69	0	0	0	0	3528.4	0	0	0	0	0	0	0	0	0	3744.97	0	0	0	3429.56	0	4225.87	0
C13-label-13	0	0	0	4485.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3988.99
C13-label-14	0	12744.67	0	12747.96	6939.21	0	5940.18	4642.24	21439.15	4474.52	4525.88	0	6074.65	5340.58	4576	0	8555.28	4442.28	9305.71	9588.83	7965.64	4649.75	5422.57	11490.2	6473.65	12663.92	11089.46	4376.69	4513.48	7203.25	4005.88	6449.68	3907.5	0	4315.56
C13-label-15	9574.02	12088.68	11288.42	5546.04	20602.35	17307.69	26970.37	9924.11	12765.02	15671.02	10101	6122.93	10566.68	12278	5682.19	10273.71	17691.43	11371.85	16632.23	22133.27	11680.71	5659.98	6115.88	9546.67	9080.14	10300.45	4490.58	17003.11	10839.49	5485.87	5286.99	11071.59	8519.47	5579.95	4575.1
C13-label-16	0	11538.57	0	6639.64	4687.84	0	0	3635.55	12283.09	3382.3	5519.71	11250.61	0	10200.06	6817.34	10283.17	4596.35	6658.3	4494.67	5520.13	5909.6	6176.66	4110.28	10330.55	4262.48	4943.35	9857.62	9574.81	5736.4	10613.98	11158.94	4008.4	10706.2	3999.74	4365.02
C13-label-17	18332.74	22541.48	22978.78	30158.29	33222.21	18537.01	36281.8	40485.83	29406.26	25642.38	38010.69	29200.94	19390.99	25799.96	25798.16	27633.24	27862.3	30180.12	23100.92	20656.49	25758.96	16557.79	35918.36	26061.3	26042.39	42009.29	24564.43	25216.85	34867.88	43760.36	21530.78	28987.8	22037.83	18547.35	18685.22
C13-label-18	93194.32	109160.54	147594.42	98832.38	123503.85	109618.38	128454.62	118675.2	128981.53	115966.87	105889.23	102152.37	134610.36	123502.32	100248.73	115451.29	115176.94	96873.66	102689.7	109865.44	118573.38	86740.18	135891.83	146905.11	96616.04	111598.74	104471.96	118991.28	107792.56	133987.14	120556.41	115845.88	101326.54	83486.96	95198.91
C13-label-19	329143.84	404499.16	455914.78	391333.16	429137.84	445606.75	455602.25	502433.5	466031.22	462309.72	377607.53	384108.34	390820.75	380942.84	401525.97	463924.22	500733.34	413221.25	390029	411415.97	419380.16	412685.75	466075.62	430654.91	371392.91	391410	391718.03	439468.41	369903.5	448569.84	393128.25	379467.84	335792.28	349183.97	350267.34
C13-label-20	831576.81	976746.5	1004180	969794.31	955457.25	892109.19	1020415.19	930290.94	1122396.38	1009043	869295.81	930834.19	933298.31	895388.5	987303.25	988270	1058478.38	908059.56	885994.69	895001	939742.06	982902.19	959940.5	1083847.5	926883.5	935144.06	939865.19	964809.69	852919.5	1059498.12	839868.81	959335.81	833064.94	768008.19	767377.25
C13-label-21	1140291.38	1450269.5	1585986	1413172.38	1369535.62	1463438.88	1568136	1615936.88	1678312	1537443.38	1393535.88	1302775.62	1451469.5	1486788.38	1596685.62	1598000	1611736.62	1433106.12	1391734.38	1412266.62	1504528.88	1381591.12	1622195.62	1564094.38	1444375.88	1348791.12	1400269	1480368.38	1318270.12	1576740.5	1216997.25	1390193.62	1276421.5	1154454.88	1196358.5
																																			
NADP+	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	749908.44	281452.41	1191663.12	1537107.5	832232.31	1185714	1208374.12	1305919.25	1134243.62	517823.34	582935.06	826133.19	1030561.81	748013.94	1152901	1912791.5	2115786.25	2987298	916939.69	419448.41	1078203.5	1351201.88	757660.06	562504.56	1648923.88	1596283.62	978799.19	852556.56	1797978.88	1539758	2772588	2134972	989637.56	3015502.25	902700.19
C13-label-1	196255.62	66683.85	315248.22	391685.72	224929.55	302433.53	308467.78	308163.25	295897.03	142272.25	145089.48	200212.5	276391.81	178502.7	285240.03	459642.16	540462.5	818464.94	230232.25	131243.33	278682.78	342099.59	197435.88	137217.45	447011.5	407685.41	234844.08	211602.19	480788.84	327835.72	692012	547743.38	256281.81	811258.31	226558.94
C13-label-2	37472.66	9922.98	77172.68	99140.09	50101.94	95451.28	80833.23	84691.8	60553.64	33742.79	34377.54	50425.61	61848.97	49430.01	72331.16	133022.83	149167.38	211936.81	55000.16	17232.37	68252.6	76591.9	40595.91	29041.47	110078.1	105408.62	65096.94	44252.19	123071.25	95820.24	170814.72	165550.36	60577.14	234892.17	68094.52
C13-label-3	5079.8	0	4852.69	10652.3	4245.23	4484.42	9226.69	4732.59	9871.12	0	0	4793.7	9604.54	0	5356.34	8242.32	15697.01	29940.26	0	0	0	0	0	4333.98	6116.33	5541.2	5874.66	4368.91	7144.68	5491.98	16036.42	30913.58	9078.84	29163.77	6125.12
C13-label-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4013.99	0	0	0
C13-label-8	0	0	0	0	0	5009.86	3839.83	0	0	0	3703.11	0	5649.1	4256.3	0	0	0	0	0	5414.18	0	0	4037.38	3800.74	4654.14	0	0	0	0	0	5090.47	0	0	9807.61	4807.12
C13-label-9	12252.53	0	6338.07	14237.2	23999.79	26852.23	11671.05	14901.34	14592.66	16658.54	6859.17	13325.98	31191.85	18291.95	24446.5	27167.29	29755.85	16630.71	28489.48	23228.16	19843.41	16366.98	50161.82	17070.64	20667.6	19366.92	24625.94	19759.66	25786.7	0	33700.55	30079.55	35696.21	36582.32	29253.84
C13-label-10	21937.48	0	6838.53	27085.76	9495.61	27601.15	19271.86	26321	23241.69	35911.36	17988.38	11764.7	14046.93	19292.16	17708.6	18193.15	35228.67	22975.62	34832.4	18285.27	13516.46	25069.67	23101.43	7541.82	26001.09	37254.34	24000.4	16434.86	29200.84	14775.42	32683.87	36761.47	27211.64	36001.83	20750.08
C13-label-11	0	0	4468.34	3638.81	0	0	0	0	4680.83	0	0	0	0	0	0	3826.94	0	3695.83	0	0	4191.31	0	0	0	0	0	0	3800.21	0	0	0	5431.54	3725.85	4124.95	0
C13-label-12	0	0	0	0	0	0	4158.59	0	0	0	0	0	0	0	0	0	0	3780.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13-label-13	3848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13-label-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3785.87	0	4150.21	0	0	0	0	0	0	0	3929.57	3589.76	4634.25	4274.66	4747.68	0	0	0	0	6237.33	0
C13-label-15	0	0	0	0	0	0	0	4393.42	4657.6	0	0	0	3950.58	3561.96	0	4099.81	4669.29	0	0	0	3738.93	0	0	0	4304.23	0	0	3552.33	6052.66	0	5298.42	4079.9	0	4208.34	4444.49
C13-label-16	3570.15	0	4233.3	0	0	0	4667.54	0	4817.44	0	0	0	0	0	0	0	0	0	0	0	5110.08	0	4744.22	4787.95	4561.61	5538.89	0	0	0	0	0	0	4225.78	3863.89	0
C13-label-17	4824.3	0	10050.47	5697.41	4610.09	0	6486.03	10442.49	4964.06	6185.28	12475.5	5562.85	4594.49	4603.4	6287.64	10869.72	9746.57	7707.35	4850.54	4686.97	10106.54	9329.71	13791.05	0	11590.63	7342.87	8369.03	0	14330.52	4738.05	5339.76	5410.96	9900.15	8125.55	10572.16
C13-label-18	27563.28	6392.49	28066.11	20513.55	13279.01	24886.35	36519.54	0	31188.18	31016.69	27721.4	24355.71	36300.52	51003.95	30399.78	48327.78	41417.35	39235.23	37931.32	28041.63	33820.02	36197.8	42696.52	26733.11	36511.31	47579.07	37458.14	29724.72	42063.75	22126.85	35355.98	31806.83	52130.29	44403.51	42307.03
C13-label-19	150209.61	68279.8	129152.62	117110.48	79315.51	143210.22	139608.3	126660.5	149823.84	117528.51	138295.08	119673.29	159389.47	151448.69	148055.19	144204.36	155030.58	144225.33	129428.62	170677.59	162292.58	145185.33	166387.95	115670.47	127033.59	149343.3	143407.17	125204.34	147318.83	98027.06	186270.27	168945.59	166264.08	155175.62	157109.08
C13-label-20	295921.03	152448.34	310956.25	267205.81	203645.12	306856.59	310174.03	356208.72	338465.97	288513.72	318668.09	321041.41	336670.53	304447.72	339770.28	373713.88	363175.53	339945.59	289415.62	379060.66	375732.12	364752	391773.41	252584.92	313622.34	385597.72	359408.59	381432.38	425614.25	223223.48	381749.75	414176.38	353052	412006.84	368756.22
C13-label-21	458613.91	220741.08	351506.38	367936.16	311095.91	437592.59	404358.75	471528.09	441447.53	391051.84	487766.03	398289.34	432822.5	467817.59	512111.75	502097.91	500116.78	510478.75	433483.72	488947.88	519991.38	485122.41	507317.28	364711.25	500011.72	513367.72	467267.41	448585.25	548908.81	365449.12	540108.81	574363.88	511776.75	559673.56	500858.88
																																			
Ornithine	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	9590229	11083205	14953837	11747648	7202408	8921026	7798764	6831122	8767335	7457396.5	14907127	14390663	14344696	13389329	9938707	8337548	5558273	5642313.5	13610033	12017599	14729756	17852514	17026968	10529139	7066992.5	8453541	8242618	7285291.5	13218921	18776930	28278904	17206130	17024282	27091822	29973590
C13-label-1	604417.56	555365.81	776266.31	643947.25	426950.47	382037.38	305744.41	423743.34	450169.25	460666.09	773718	632113.75	540308.38	631725.75	595280.19	525197.31	260303.02	319433.78	779121.81	579624.56	729037.5	901180.25	841923.31	553175.75	385767.5	404975.59	349567.03	263077.75	670338.75	1012684.69	1609627.38	841299.94	843234.81	1441720.62	1179814.38
C13-label-2	21759.07	0	0	0	0	0	0	0	0	0	30249.1	0	0	0	0	0	0	0	0	0	0	0	33352.28	0	0	0	0	0	0	23627.43	0	0	0	0	23760.73
C13-label-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39421.11	0	0	13887.8	0	0	0	0	28236.35	0	23372.3	0	0	0	40658.82	0	0	0
C13-label-4	107127.98	167358.67	0	150181.44	172182.98	158138.61	124763.94	300313.22	187000.89	92603.12	103134.91	0	145779.58	96562.02	209416.11	203610.48	148804.83	189223.2	235534.08	172285.19	237743.94	195298.2	210221.38	208743.94	66154.59	129226.45	266293.66	143969.64	125779.7	163462.38	70722.64	66702.95	107188.68	132424.31	171642.11
C13-label-5	838000.81	675442.12	1032423.81	809690.81	876609.69	747293.5	1014017.56	1007553.69	1114682.88	989309.25	829917.5	791237.31	1124648.12	844700.5	1144785	1036311.19	722142.69	1033106.44	930956.94	715775.5	956245	922124	1221085.88	1078215.75	1045782.25	907647.19	1098463.38	685247.94	910271.19	896946.06	925985.81	1151716.12	688761	570786.5	750727.69
																																			
Phenylalanine	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	8066826	8605344	5299312	4975813.5	1835814	1084905.5	1995087.38	3835777.25	7561632.5	3902335.25	10504393	4331796.5	3578343.75	2382063.75	2506282.75	4417378	2316190.25	4710237.5	7294714.5	7180784	3562622	3956058.25	3331771.25	2390722.75	3264096.75	2722117	8864009	3899045	5609336.5	5970083.5	18890446	10404107	9740956	12513773	10927303
C13-label-1	759231	869809	552262.94	454924.41	180105.7	97643.98	188973.55	359917.91	761895.31	382075.78	1032908.19	435871.28	321676.28	205132.08	249985.42	399996.28	209064.73	496836.88	707058.69	703253.69	348322.25	386345.34	300252.75	238538.48	298100.66	269876.03	867645.81	394901.38	567419.44	589822.25	1867403.88	1035165.19	944742.75	1254495.62	1077976.62
C13-label-2	26823.15	29022.84	14075.68	10451.37	5550.82	2669.29	2419.56	7843.11	26596.74	4744.36	35084.02	14346.08	6278.74	3379.14	6184.15	13942.36	6308.53	14775.73	25785.97	25457.27	5996.02	7905.01	3232.93	6603.48	6278.81	2719.98	23452.36	11505.25	13728.39	22269.74	56020.14	34859.03	38492.09	35720.29	40396.49
C13-label-3	0	0	0	0	0	22461.61	0	0	0	0	14480.38	12005.81	0	10648.63	0	0	18517.09	0	0	0	8307.85	0	0	0	11171.23	0	6778.19	0	0	0	0	0	0	0	0
C13-label-4	0	0	2240.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1807.92	0	0	0	0	1470.64	2986.89	0	1883.02	0	0	0	0	0	0	0
C13-label-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13616.33	0	7555.95	0	0	0	0	0	0	0	0	0	0	0	0
C13-label-6	0	0	0	0	0	0	2154.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019	0	1876.96	0	2422.49	0	0	0	0	0	0	0	0
C13-label-7	3844.64	2019.69	0	2484.88	0	2809.8	2130.14	2456.46	4052.27	1784.44	0	0	4625.19	2753.07	4945.85	5923.08	0	1958.36	1806.36	0	0	2287.84	3926.47	5450.81	4724.54	0	2883.17	1696.51	2368.34	0	0	6001.11	0	0	2696.37
C13-label-8	113156.54	102027.16	98787.66	100801.65	87752.16	67128.27	78458.48	119267.69	129715.55	74755.55	110926.6	104468.23	82450.38	89719.4	129324.99	123523.38	96207.98	107122.35	77048.89	100507.88	101280.41	86380.24	111311.8	132308.23	82799.41	106644.27	110764.78	95857.27	97925.93	82522.16	116295.12	119126.8	123957.73	98469.95	106477.9
C13-label-9	566778.44	596980.56	614448.56	587766.31	434080.59	275294.16	370976.41	661692.94	645674.38	355557.47	563641.31	377403.25	431966.91	444305.12	656787.44	660945.94	345655.66	637025.56	364862.53	374841.5	322930.28	415262.22	639266	755631.31	451234.78	322333.66	622230.94	430560.09	500528.78	331143.16	626510.44	673588.81	464546.34	490864.5	447663
																																			
phenylpyruvate	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	34523620	50437968	33981792	53856476	35693644	54385164	46546980	41796424	86941096	48547820	92449928	73866624	81719352	94364256	41918036	58474700	61710188	103495848	68495912	49722876	52891744	49495296	57263612	45537332	48966508	103071080	114123176	55921632	77448968	96708056	202932176	102639256	126293608	164285952	223197712
C13-label-1	3419008	5034305.5	3374752.75	5466437.5	3446045.25	5503225.5	4692471.5	4192594	8680941	4868641.5	8972368	7262444	8353344	9390256	4318602.5	6105283.5	6292082.5	10490131	6807598	5006940	5289289.5	4983735.5	5666300	4537800.5	4965728	10174078	11183591	5563330.5	7879357.5	9415039	20542102	10342560	12344008	17077276	22093168
C13-label-2	110996.66	152177.09	98177.19	167400.17	120078.84	172991.11	148482.94	115643.69	289704.97	174319.5	289585.62	182666.86	250518.55	287504.72	132844.56	182713.58	175403.89	332254	238325.89	150033.42	176997.95	151848.58	176961.3	146350.58	161964.42	335640	380549.66	175347.55	237356.62	295779.28	651666.56	302829.94	408030.91	497414.16	658798.75
C13-label-3	0	0	0	0	0	0	0	0	0	0	17751.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21793.08	0	0	0
C13-label-4	0	0	0	0	0	0	0	0	6498.75	0	0	0	0	0	0	5694.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13-label-5	0	0	0	0	0	0	0	0	6160.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13-label-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7205.3	0	0	0	0	8459.66	0	0	0	0	0	0	11321.91	0	0
C13-label-8	24396074	19890332	24853430	24336762	23820944	26951190	27046742	28087354	27129696	27291264	27210808	26491206	27036016	26975088	30218382	28427352	28252982	27822802	27932166	29427126	29391182	27466448	29225666	27173038	26683362	29542614	29571816	29728352	30133850	25177518	25054888	28200624	28320490	25920022	26992242
C13-label-9	2373019.75	1850826.12	2412933.25	2348315	2267427	2662945	2489254.25	2847649.75	2598453.75	2601750.25	2536895.25	2446427.75	2533582.25	2523018.25	2944886.75	2780276.5	2703787.5	2833904	2706593.25	2815052	2794557.5	2661179.75	2915876.75	2571084.25	2668391	2825540	2722532.25	2931386.25	2846316.75	2278676.25	2322588.25	2732558.75	2971222.25	2660629.25	2687051.75
																																			
Phosphoenolpuruvate	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	404956.53	187419.83	377467.91	476895.75	605657.81	559628.31	721168.44	601677.25	747819.81	277643.84	474929.47	708443.19	589130.44	616802.31	893245.56	1555425.62	1128383.5	1653788	659513.19	514184.22	1054985.12	924679	837149.19	1147537.12	1655667.88	1468737	1038109.81	371832.34	584487.06	869562.56	1528889.38	5042110.5	667271.06	1507187.88	1170077.88
C13-label-1	4114.69	0	3691.6	0	20092.21	0	16344.05	18588.34	15708.66	3621.5	10383.58	23860.41	6427.03	6177.82	21033.65	47601.39	37199.04	61732.51	19286.44	10252.08	21555.31	0	16949.98	38404.06	61871.39	55347.09	21321.38	4316.33	11983.42	18818.47	48369.43	178550.81	17585.88	60862.64	43969.89
C13-label-2	9816.19	0	4166.48	12605.63	4283.26	3783.01	4673.51	0	0	4470.55	5580.77	5488.77	9684.56	5292.34	17646.99	5565.46	7830.93	5670.55	8743.43	10856.89	8250.34	21681.55	13040.27	10999.55	9967.62	9898.06	15497.82	0	14640.81	15194.88	15377.14	61584.18	11712.56	18197.39	6544.64
C13-label-3	467745.66	172074.39	254032.95	297298.06	295375.59	342676.25	377129.81	315507.22	393543.03	397510	312956.22	421026.09	443760.5	403064.34	491264.53	505156.16	507550.5	590096.31	509386.25	465378.47	587880.19	591233	502140.5	443143.25	611469.31	597913.12	490537.66	571484.44	605169.81	559225.75	638627.81	2209141.75	556383.81	716753.81	617641.75
																																			
pyruvate	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	4118075.75	4601101.5	3783214.75	5304195.5	4473052	5000742.5	4899011	4936415.5	8450790	4045434.75	4704963.5	6926791.5	5742339.5	5885228.5	3656554.25	5328805.5	5252243.5	6827056	3960647.75	3794560	3504326.25	3663677	3432811.25	3847102	3887013	7314358	9086577	4375204.5	4859511.5	5265716	5112485.5	5959508	6294638.5	6857550.5	6933172
C13-label-1	186606.67	198904.52	180897.88	245217.14	203558.7	233634.45	240357.8	202812.92	391260.41	182695.75	213428.44	316911.47	242041.39	244441.5	179514.89	245902.23	209546.42	291582.53	189436.23	166689.7	173013.19	169042.05	147545.61	180521.3	189949.33	339467.72	398804.91	176918.42	206734.69	229590.06	247699.55	272051.91	262398.34	322014.75	324616.12
C13-label-2	130320.85	147637.42	128945.59	144581.89	155949.42	144419.78	157533.81	149082.56	155685.92	151267.33	128740.84	165039.89	143119.52	137209.95	143109.23	151587.69	177490.89	149139.56	134070.81	161754.25	127995.77	136542.61	135680.62	133958.98	151430.75	127808.8	136005.98	157414.59	146079.61	176552.25	113768.25	149130.39	119436.48	141773.52	133250.02
C13-label-3	3266287.75	3871926.25	3987547.25	3765662	4248248.5	3991500.75	4061563.75	4243512.5	4035662.75	3918666.75	3638343.75	3939951.25	4028352.25	4154795.25	3932315.25	3977849.75	4078644.75	3748621.75	3754116	3995684	4066820.75	4133099.75	3827010	4012732	3927964.25	3647136	3467076.25	3832971.25	3770912.75	3803753.25	3277073	3823410	3603700	3515105.25	3694443.75
																																			
Ribose 5-phosphate	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	113185.04	65378.75	405106.62	306459.38	666157.44	607691.81	466015	422218.53	420367.28	171690.64	136770.95	655510.69	602916.19	935278.81	764182.75	698751.94	650770.19	719260.94	147885.92	170727.45	874366.44	589106.75	1093119.88	941014.81	707109.81	694490	846136.06	822437.31	599693.38	513013.91	350060.53	793138.31	411101.28	403267.03	278234.59
C13-label-1	0	0	28813.96	17071.59	49649.75	24962.8	35518.77	39934.56	15734.28	3827.04	4539	35232.27	30960.88	49385.04	48007.75	36419.51	33457.95	39754.47	3221.11	5394.12	49895.4	34194.96	61414.73	50814.33	44090.14	0	55043.84	49242.75	38892.39	22211.35	25310.1	41491.78	12673.77	18238.53	7711.64
C13-label-2	2179.15	0	0	0	4252.25	3081.03	3016.21	0	0	0	0	0	0	4117.61	3852.14	2981.52	3312.32	3445.25	0	0	5397.37	3263.66	3958.89	3314.28	3796.73	2990.75	3089.02	4828.3	3452.1	3103.25	0	0	0	0	0
C13-label-3	0	0	0	0	0	0	0	0	0	0	0	0	0	2934.38	0	0	0	2856.54	0	0	0	0	0	2600.89	0	0	0	0	0	3002.14	0	0	0	0	0
